ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P43700,DNA gyrase subunit A,gyrA,1574722,L42023,P43700,GYRA_HAEIN,"",,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB00218; DB00365; DB00467; DB00487; DB00537; DB00685; DB00827; DB00978; DB01059; DB01137; DB01155; DB01165; DB01208; DB01405; DB04576; DB06771; DB09047
P51970,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,5326825,AF044953,P51970,NDUA8_HUMAN,"",,NDUFA8,HGNC:7692,Human,DB00157
P43116,Prostaglandin E2 receptor EP2 subtype,PTGER2,632650,U19487,P43116,PE2R2_HUMAN,"",,PTGER2,HGNC:9594,Human,DB00770; DB00917; DB00929; DB08964; DB09211
P35968,Vascular endothelial growth factor receptor 2,KDR,2655412,AF035121,P35968,VGFR2_HUMAN,1VR2; 1Y6A; 1Y6B; 1YWN; 2M59; 2MET; 2MEU; 2OH4; 2P2H; 2P2I; 2QU5; 2QU6; 2RL5; 2X1W; 2X1X; 2XIR; 3B8Q; 3B8R; 3BE2; 3C7Q; 3CJF; 3CJG; 3CP9; 3CPB; 3CPC; 3DTW; 3EFL; 3EWH; 3KVQ; 3S35; 3S36; 3S37; 3U6J; 3V2A; 3V6B; 3VHE; 3VHK; 3VID; 3VNT; 3VO3; 3WZD; 3WZE; 4AG8; 4AGC; 4AGD; 4ASD; 4ASE,,KDR,HGNC:6307,Human,DB00398; DB01268; DB04727; DB04849; DB04879; DB05014; DB05075; DB05146; DB05198; DB05578; DB06080; DB06101; DB06436; DB06589; DB06595; DB06626; DB06938; DB07183; DB07274; DB07326; DB07333; DB07334; DB07514; DB07528; DB07537; DB08042; DB08519; DB08875; DB08896; DB08901; DB09078; DB09079; DB12307
Q969G6,Riboflavin kinase,RFK,7023634,AK002011,Q969G6,RIFK_HUMAN,1NB0; 1NB9; 1P4M; 1Q9S,,RFK,HGNC:30324,Human,DB00140; DB03247
P54368,Ornithine decarboxylase antizyme 1,OAZ1,852429,U09202,P54368,OAZ1_HUMAN,4ZGY; 4ZGZ,,OAZ1,HGNC:8095,Human,DB00129
Q14749,Glycine N-methyltransferase,GNMT,8671584,AF101477,Q14749,GNMT_HUMAN,1R74; 2AZT,,GNMT,HGNC:4415,Human,DB00118; DB00145; DB01752; DB04272
Q9UKG9,Peroxisomal carnitine O-octanoyltransferase,CROT,6066280,AF168793,Q9UKG9,OCTC_HUMAN,"",,CROT,HGNC:2366,Human,DB00583; DB02648; DB03832
Q06203,Amidophosphoribosyltransferase,PPAT,219459,D13757,Q06203,PUR1_HUMAN,"",,PPAT,HGNC:9238,Human,DB00130; DB01033; DB01254
P48029,Sodium- and chloride-dependent creatine transporter 1,SLC6A8,493132,L31409,P48029,SC6A8_HUMAN,"",,SLC6A8,HGNC:11055,Human,DB00148; DB13191
O95139,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,NDUFB6,3800740,AF035840,O95139,NDUB6_HUMAN,"",,NDUFB6,HGNC:7701,Human,DB00157
Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,1483511,X96752,Q16836,HCDH_HUMAN,1F0Y; 1F12; 1F14; 1F17; 1IL0; 1LSJ; 1LSO; 1M75; 1M76; 2HDH; 3HAD; 3RQS,,HADH,HGNC:4799,Human,DB00157; DB03059; DB03612
Q99259,Glutamate decarboxylase 1,GAD1,182936,M81883,Q99259,DCE1_HUMAN,2OKJ; 3VP6,,GAD1,HGNC:4092,Human,DB00114; DB00142
P49069,Calcium signal-modulating cyclophilin ligand,CAMLG,619670,U18242,P49069,CAMLG_HUMAN,"",,CAMLG,HGNC:1471,Human,DB00091
P04070,Vitamin K-dependent protein C,PROC,190334,M11228,P04070,PROC_HUMAN,1AUT; 1LQV; 1PCU; 2PCT; 3F6U; 3JTC; 4DT7,,PROC,HGNC:9451,Human,DB00170; DB00464; DB09131; DB13149
P47869,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,386422,S62907,P47869,GBRA2_HUMAN,"",,GABRA2,HGNC:4076,Human,DB00231; DB00241; DB00306; DB00312; DB00371; DB00402; DB00418; DB00425; DB00463; DB00546; DB00599; DB00683; DB00690; DB00794; DB00801; DB00829; DB00842; DB00849; DB00897; DB00898; DB01198; DB01215; DB01346; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496; DB01544; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB04903; DB05087; DB09166; DB13872
Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,555594,M94065,Q02127,PYRD_HUMAN,1D3G; 1D3H; 2B0M; 2BXV; 2FPT; 2FPV; 2FPY; 2FQI; 2PRH; 2PRL; 2PRM; 2WV8; 3F1Q; 3FJ6; 3FJL; 3G0U; 3G0X; 3KVJ; 3KVK; 3KVL; 3KVM; 3U2O; 3W7R; 3ZWS; 3ZWT; 4IGH; 4JGD; 4JS3; 4JTS; 4JTT; 4JTU; 4LS0; 4LS1; 4LS2; 4OQV; 4RK8; 4RKA; 4RLI,,DHODH,HGNC:2867,Human,DB01097; DB01117; DB02262; DB02613; DB03247; DB03480; DB03523; DB04147; DB04281; DB04583; DB05125; DB07443; DB07559; DB07561; DB07646; DB07975; DB07976; DB07977; DB07978; DB08006; DB08008; DB08169; DB08172; DB08249; DB08880
P00505,"Aspartate aminotransferase, mitochondrial",GOT2,179104,M22632,P00505,AATM_HUMAN,"",,GOT2,HGNC:4433,Human,DB00114; DB00128; DB00142; DB02783
P25103,Substance-P receptor,TACR1,8176544,S62045,P25103,NK1R_HUMAN,2KS9; 2KSA; 2KSB,,TACR1,HGNC:11526,Human,DB00673; DB01221; DB04894; DB05072; DB05418; DB05421; DB05466; DB05790; DB09048; DB11949; DB12436
P48551,Interferon alpha/beta receptor 2,IFNAR2,995300,L42243,P48551,INAR2_HUMAN,1N6U; 1N6V; 2HYM; 2KZ1; 2LAG; 3S8W; 3S9D; 3SE3; 3SE4,,IFNAR2,HGNC:5433,Human,DB00008; DB00011; DB00018; DB00022; DB00034; DB00060; DB00068; DB00069; DB00105; DB05472
O15375,Monocarboxylate transporter 6,SLC16A5,2463630,U59299,O15375,MOT6_HUMAN,"",,SLC16A5,HGNC:10926,Human,DB00119
P23945,Follicle-stimulating hormone receptor,FSHR,182771,M65085,P23945,FSHR_HUMAN,1XUN; 1XWD; 4AY9; 4MQW,,FSHR,HGNC:3969,Human,DB00032; DB00066; DB00094; DB00097; DB04786
Q9GZT4,Serine racemase,SRR,11034785,AF169974,Q9GZT4,SRR_HUMAN,3L6B; 3L6R,,SRR,HGNC:14398,Human,DB00114; DB00133
P21917,D(4) dopamine receptor,DRD4,291946,L12398,P21917,DRD4_HUMAN,"",,DRD4,HGNC:3025,Human,DB00246; DB00248; DB00268; DB00334; DB00363; DB00372; DB00408; DB00409; DB00413; DB00420; DB00477; DB00543; DB00589; DB00714; DB00734; DB00777; DB00988; DB01186; DB01200; DB01224; DB01235; DB01238; DB01267; DB01403; DB04908; DB04946; DB05271; DB06216; DB08922; DB12061
P60880,Synaptosomal-associated protein 25,SNAP25,307426,L19760,P60880,SNP25_HUMAN,1KIL; 1XTG; 2N1T; 3DDA; 3DDB; 3RK2; 3RK3; 3RL0; 3ZUR,,SNAP25,HGNC:11132,Human,DB00083
P54802,Alpha-N-acetylglucosaminidase,NAGLU,1171229,U43572,P54802,ANAG_HUMAN,"",,NAGLU,HGNC:7632,Human,DB00141
Q16719,Kynureninase,KYNU,1323715,U57721,Q16719,KYNU_HUMAN,2HZP; 3E9K,,KYNU,HGNC:6469,Human,DB00114; DB00160; DB07069
P41595,5-hydroxytryptamine receptor 2B,HTR2B,475198,X77307,P41595,5HT2B_HUMAN,4IB4; 4NC3,,HTR2B,HGNC:5294,Human,DB00216; DB00247; DB00248; DB00268; DB00320; DB00334; DB00353; DB00370; DB00413; DB00508; DB00543; DB00574; DB00589; DB00696; DB00714; DB00805; DB01079; DB01142; DB01186; DB01200; DB01239; DB01242; DB01392; DB01454; DB04829; DB05461; DB05492; DB06016; DB06148; DB06216
P08246,Neutrophil elastase,ELANE,296665,Y00477,P08246,ELNE_HUMAN,1B0F; 1H1B; 1HNE; 1PPF; 1PPG; 2RG3; 2Z7F; 3Q76; 3Q77; 4NZL; 4WVP; 5A09; 5A0A; 5A0B; 5A0C; 5ABW,,ELA2,HGNC:3309,Human,DB00019; DB00058; DB00099; DB02341; DB03925; DB05161
Q8TE23,Taste receptor type 1 member 2,TAS1R2,20142333,AF458154,Q8TE23,TS1R2_HUMAN,"",,TAS1R2,HGNC:14905,Human,DB00168; DB02772
O15399,"Glutamate receptor ionotropic, NMDA 2D",GRIN2D,2444026,U77783,O15399,NMDE4_HUMAN,"",,GRIN2D,HGNC:4588,Human,DB00142; DB00454; DB01173; DB01520; DB06151
P26440,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD,306897,M34192,P26440,IVD_HUMAN,1IVH,,IVD,HGNC:6186,Human,DB03147; DB04036
Q53I07,Envelope glycoprotein,gp41,62732120,AJ964940,Q53I07,Q53I07_9HIV1,"",,,,Human immunodeficiency virus 1,DB00109
P02794,Ferritin heavy chain,FTH1,28435,X00318,P02794,FRIH_HUMAN,1FHA; 2CEI; 2CHI; 2CIH; 2CLU; 2CN6; 2CN7; 2FHA; 2IU2; 2Z6M; 3AJO; 3AJP; 3AJQ; 3ERZ; 3ES3; 4DYX; 4DYY; 4DYZ; 4DZ0; 4OYN; 4Y08; 4YKH; 4ZJK; 5CMQ; 5CMR,,FTH1,HGNC:3976,Human,DB00893; DB01592
P00325,Alcohol dehydrogenase 1B,ADH1B,178098,M24317,P00325,ADH1B_HUMAN,1DEH; 1HDX; 1HDY; 1HDZ; 1HSZ; 1HTB; 1U3U; 1U3V; 3HUD,,ADH1B,HGNC:250,Human,DB00157; DB01213; DB02481; DB02721; DB03461; DB03703; DB04105; DB09462
O95182,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,NDUFA7,4164452,AF050637,O95182,NDUA7_HUMAN,"",,NDUFA7,HGNC:7691,Human,DB00157
P32238,Cholecystokinin receptor type A,CCKAR,306491,L13605,P32238,CCKAR_HUMAN,1D6G; 1HZN; 1PB2,,CCKAR,HGNC:1570,Human,DB00403; DB04856; DB04867
P38435,Vitamin K-dependent gamma-carboxylase,GGCX,184028,M81592,P38435,VKGC_HUMAN,"",,GGCX,HGNC:4247,Human,DB00036; DB00055; DB00100; DB00142; DB00170; DB01022; DB01125; DB13152
P11926,Ornithine decarboxylase,ODC1,29893806,M16650,P11926,DCOR_HUMAN,1D7K; 2ON3; 2OO0; 4ZGY,,ODC1,HGNC:8109,Human,DB00114; DB00127; DB01917; DB02209; DB02824; DB03856; DB04083; DB04263; DB06243
P08173,Muscarinic acetylcholine receptor M4,CHRM4,61970253,M16405,P08173,ACM4_HUMAN,"",,CHRM4,HGNC:1953,Human,DB00246; DB00321; DB00334; DB00340; DB00342; DB00363; DB00376; DB00387; DB00408; DB00411; DB00420; DB00424; DB00458; DB00496; DB00540; DB00572; DB00622; DB00715; DB00725; DB00747; DB00767; DB00777; DB00785; DB00809; DB00835; DB00934; DB01019; DB01036; DB01069; DB01085; DB01142; DB01151; DB01224; DB01238; DB01239; DB01403; DB01409; DB01591; DB01625; DB03128; DB05752; DB06702; DB06787; DB08897; DB09076; DB09167
P50416,"Carnitine O-palmitoyltransferase 1, liver isoform",CPT1A,755646,L39211,P50416,CPT1A_HUMAN,2LE3,,CPT1A,HGNC:2328,Human,DB00583; DB01016; DB01074
Q00266,S-adenosylmethionine synthase isoform type-1,MAT1A,220066,D49357,Q00266,METK1_HUMAN,2OBV,,MAT1A,HGNC:6903,Human,DB00118; DB03191; DB03611
P51659,Peroxisomal multifunctional enzyme type 2,HSD17B4,1050517,X87176,P51659,DHB4_HUMAN,1IKT; 1S9C; 1ZBQ,,HSD17B4,HGNC:5213,Human,DB00157; DB03192
P13196,"5-aminolevulinate synthase, nonspecific, mitochondrial",ALAS1,28583,X56351,P13196,HEM1_HUMAN,"",,ALAS1,HGNC:396,Human,DB00114; DB00145
P17540,"Creatine kinase S-type, mitochondrial",CKMT2,338237,J05401,P17540,KCRS_HUMAN,4Z9M,,CKMT2,HGNC:1996,Human,DB00148; DB13191
Q9GZZ6,Neuronal acetylcholine receptor subunit alpha-10,CHRNA10,12053839,AJ278118,Q9GZZ6,ACH10_HUMAN,"",,CHRNA10,HGNC:13800,Human,DB00184; DB00202; DB00333; DB00674; DB00898; DB01090; DB01116; DB01161; DB05069; DB05137; DB05740
P19793,Retinoic acid receptor RXR-alpha,RXRA,35885,X52773,P19793,RXRA_HUMAN,1BY4; 1DSZ; 1FBY; 1FM6; 1FM9; 1G1U; 1G5Y; 1K74; 1LBD; 1MV9; 1MVC; 1MZN; 1R0N; 1RDT; 1RXR; 1XLS; 1XV9; 1XVP; 1YNW; 2ACL; 2NLL; 2P1T; 2P1U; 2P1V; 2ZXZ; 2ZY0; 3DZU; 3DZY; 3E00; 3E94; 3FAL; 3FC6; 3FUG; 3H0A; 3KWY; 3NSP; 3NSQ; 3OAP; 3OZJ; 3PCU; 3R29; 3R2A; 3R5M; 3UVV; 4CN2; 4CN3; 4CN5; 4CN7; 4J5W; 4J5X; 4K4J; 4K6I; 4M8E; 4M8H; 4N5G; 4N8R; 4NQA; 4OC7; 4POH; 4POJ; 4PP3; 4PP5; 4RFW; 4RMC; 4RMD; 4RME; 4ZO1,,RXRA,HGNC:10477,Human,DB00132; DB00210; DB00307; DB00412; DB00459; DB00523; DB00749; DB00755; DB00926; DB01393; DB01436; DB02746; DB03756; DB04224; DB04557; DB07557; DB07863; DB08063; DB08402; DB08601
O75311,Glycine receptor subunit alpha-3,GLRA3,3342792,AF017724,O75311,GLRA3_HUMAN,5CFB,,GLRA3,HGNC:4328,Human,DB00145; DB00431; DB00466; DB00602
O15554,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4,2584866,AF000972,O15554,KCNN4_HUMAN,"",,KCNN4,HGNC:6293,Human,DB00228; DB00257; DB00468; DB01110; DB01159
Q14626,Interleukin-11 receptor subunit alpha,IL11RA,995654,Z38102,Q14626,I11RA_HUMAN,"",,IL11RA,HGNC:5967,Human,DB00038
Q13224,"Glutamate receptor ionotropic, NMDA 2B",GRIN2B,1899202,U90278,Q13224,NMDE2_HUMAN,1S11; 1S2S; 2IPV,,GRIN2B,HGNC:4586,Human,DB00142; DB00454; DB00502; DB00949; DB01043; DB01520; DB06151; DB08954
P0DP23,Calmodulin,CALM1,179888,J04046,P0DP23,CALM_HUMAN,1AJI; 1CDL; 1CLL; 1CTR; 1IWQ; 1J7O; 1J7P; 1K90; 1K93; 1L7Z; 1LVC; 1NKF; 1PK0; 1S26; 1SK6; 1SW8; 1WRZ; 1XFU; 1XFV; 1XFW; 1XFX; 1XFY; 1XFZ; 1Y6W; 1YR5; 1YRT; 1YRU; 1ZOT; 1ZUZ; 2BE6; 2F3Y; 2F3Z; 2HF5; 2I08; 2JZI; 2K0E; 2K0F; 2K0J; 2K61; 2KNE; 2KUG; 2KUH; 2L53; 2L7L; 2LGF; 2LL6; 2LL7; 2LQC; 2LQP; 2LV6; 2M0J; 2M0K; 2M55; 2MG5; 2N6A; 2R28; 2V01; 2V02; 2VAY; 2W73; 2WEL; 2X0G; 2Y4V; 3BYA; 3DVE; 3DVJ; 3DVK; 3DVM; 3EWT; 3EWV; 3G43; 3HR4; 3J41; 3O77; 3O78; 3OXQ; 3SUI; 3UCT; 3UCW; 3UCY; 4BW7; 4BW8; 4BYF; 4DCK; 4DJC; 4GOW; 4JPZ; 4JQ0; 4L79; 4LZX; 4M1L; 4OVN; 4Q57; 4Q5U; 4UMO; 4UPU; 4V0C,,CALM1,HGNC:1442,Human,DB00477; DB00527; DB00622; DB00623; DB00753; DB00831; DB00836; DB00850; DB00925; DB01023; DB01065; DB01069; DB01100; DB01115; DB01244; DB01373; DB01429; DB02868; DB03900; DB03977; DB04513; DB04825; DB04841; DB08039; DB08231; DB11093; DB11348
P55017,Solute carrier family 12 member 3,SLC12A3,1172161,U44128,P55017,S12A3_HUMAN,"",,SLC12A3,HGNC:10912,Human,DB00436; DB00524; DB00562; DB00880; DB00999; DB01119; DB01324; DB01325
P41143,Delta-type opioid receptor,OPRD1,27545517,U07882,P41143,OPRD_HUMAN,1OZC; 2IQM; 4N6H; 4RWA; 4RWD,,OPRD1,HGNC:8153,Human,DB00193; DB00295; DB00318; DB00321; DB00327; DB00333; DB00497; DB00514; DB00611; DB00647; DB00704; DB00708; DB00813; DB00836; DB00844; DB00854; DB00899; DB00921; DB00956; DB01081; DB01183; DB01192; DB01221; DB01439; DB01444; DB01452; DB01497; DB01535; DB01548; DB01565; DB01571; DB05050; DB06204; DB06274; DB06738; DB09272; DB09396; DB11691
Q02928,Cytochrome P450 4A11,CYP4A11,181397,L04751,Q02928,CP4AB_HUMAN,"",,CYP4A11,HGNC:2642,Human,DB00157
P04083,Annexin A1,ANXA1,12654863,BC001275,P04083,ANXA1_HUMAN,1AIN; 1BO9; 1QLS,,ANXA1,HGNC:533,Human,DB00288; DB00741; DB01234
Q9UN76,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+),SLC6A14,5732680,AF151978,Q9UN76,S6A14_HUMAN,"",,SLC6A14,HGNC:11047,Human,DB00172
P04181,"Ornithine aminotransferase, mitochondrial",OAT,189329,M12267,P04181,OAT_HUMAN,1GBN; 1OAT; 2BYJ; 2BYL; 2CAN; 2OAT,,OAT,HGNC:8091,Human,DB00114; DB00129; DB02054; DB02821
P00338,L-lactate dehydrogenase A chain,LDHA,34313,X02152,P00338,LDHA_HUMAN,1I10; 4AJP; 4JNK; 4L4R; 4L4S; 4M49; 4OJN; 4OKN; 4QO7; 4QO8; 4QSM; 4QT0; 4R68; 4R69; 4RLS,,LDHA,HGNC:6535,Human,DB00157; DB02483; DB02701; DB03940; DB09118; DB09130
P22303,Acetylcholinesterase,ACHE,177975,M55040,P22303,ACES_HUMAN,1B41; 1F8U; 1PUV; 1PUW; 1VZJ; 2CLJ; 2X8B; 3LII; 4BDT; 4EY4; 4EY5; 4EY6; 4EY7; 4EY8; 4M0E; 4M0F; 4PQE,,ACHE,HGNC:108,Human,DB00122; DB00382; DB00411; DB00449; DB00483; DB00545; DB00674; DB00677; DB00733; DB00805; DB00843; DB00863; DB00944; DB00981; DB00989; DB01010; DB01122; DB01199; DB01233; DB01245; DB01364; DB01400; DB01805; DB02166; DB02226; DB02343; DB02404; DB02673; DB02825; DB02845; DB03005; DB03128; DB03283; DB03348; DB03359; DB03740; DB03814; DB04021; DB04114; DB04556; DB04614; DB04615; DB04616; DB04617; DB04859; DB04864; DB04892; DB05510; DB07555; DB07701; DB07756; DB07846; DB08167; DB08357; DB08615; DB08996
O95178,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",NDUFB2,4164454,AF050639,O95178,NDUB2_HUMAN,"",,NDUFB2,HGNC:7697,Human,DB00157
P31749,RAC-alpha serine/threonine-protein kinase,AKT1,190828,M63167,P31749,AKT1_HUMAN,1H10; 1UNP; 1UNQ; 1UNR; 2UVM; 2UZR; 2UZS; 3CQU; 3CQW; 3MV5; 3MVH; 3O96; 3OCB; 3OW4; 3QKK; 3QKL; 3QKM; 4EJN; 4EKK; 4EKL; 4GV1,,AKT1,HGNC:391,Human,DB00171; DB01169; DB01645; DB01863; DB02709; DB07584; DB07585
P43702,DNA topoisomerase 4 subunit A,parC,1574370,L42023,P43702,PARC_HAEIN,"",,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB00218; DB00365; DB00467; DB00487; DB00537; DB00685; DB00978; DB01059; DB01137; DB01155; DB01165; DB01208; DB01405; DB04576; DB06771; DB09047
Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,"",M92270,Q13936,CAC1C_HUMAN,1T0J; 2BE6; 2F3Y; 2F3Z; 2LQC; 3G43; 3OXQ,,CACNA1C,HGNC:1390,Human,DB00270; DB00308; DB00381; DB00393; DB00401; DB00568; DB00622; DB00653; DB00661; DB00898; DB01023; DB01054; DB01115; DB01373; DB01388; DB04855; DB04920; DB06712; DB06751
P30988,Calcitonin receptor,CALCR,179880,L00587,P30988,CALCR_HUMAN,"",,CALCR,HGNC:1440,Human,DB00017; DB01278
P23415,Glycine receptor subunit alpha-1,GLRA1,31851,X52009,P23415,GLRA1_HUMAN,1MOT; 1VRY; 2M6B; 2M6I; 4X5T,,GLRA1,HGNC:4326,Human,DB00145; DB00431; DB00466; DB00572; DB00753; DB00898; DB01028; DB01159; DB01189; DB01236; DB01381; DB01593; DB01956; DB03929; DB05417; DB09130; DB11582
P10398,Serine/threonine-protein kinase A-Raf,ARAF,1340152,X04790,P10398,ARAF_HUMAN,1WXM; 2MSE,,ARAF,HGNC:646,Human,DB00171
P42684,Abelson tyrosine-protein kinase 2,ABL2,178993,M35296,P42684,ABL2_HUMAN,2ECD; 2KK1; 2XYN; 3GVU; 3HMI; 3ULR; 4EIH,,ABL2,HGNC:77,Human,DB00171; DB01254; DB05184; DB07664
Q14432,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",PDE3A,38201493,M91667,Q14432,PDE3A_HUMAN,1LRC,,PDE3A,HGNC:8778,Human,DB00235; DB00261; DB00277; DB00922; DB01166; DB01223; DB01303; DB01427; DB04880; DB05266; DB08811
Q96Q40,Cyclin-dependent kinase 15,CDK15,15823642,AB053308,Q96Q40,CDK15_HUMAN,"",,ALS2CR7,HGNC:14434,Human,DB00171
P17516,Aldo-keto reductase family 1 member C4,AKR1C4,4261710,S68287,P17516,AK1C4_HUMAN,2FVL,,AKR1C4,HGNC:387,Human,DB00157
P08514,Integrin alpha-IIb,ITGA2B,190068,J02764,P08514,ITA2B_HUMAN,1DPK; 1DPQ; 1JX5; 1KUP; 1KUZ; 1M8O; 1RN0; 1S4W; 1TYE; 1UV9; 2K1A; 2K9J; 2KNC; 2MTP; 2VC2; 2VDK; 2VDL; 2VDM; 2VDN; 2VDO; 2VDP; 2VDQ; 2VDR; 3FCS; 3FCU; 3NID; 3NIF; 3NIG; 3T3M; 3T3P; 3ZDX; 3ZDY; 3ZDZ; 3ZE0; 3ZE1; 3ZE2; 4CAK,,ITGA2B,HGNC:6138,Human,DB00054; DB00775; DB04863
O60669,Monocarboxylate transporter 2,SLC16A7,3047402,AF058056,O60669,MOT2_HUMAN,"",,SLC16A7,HGNC:10928,Human,DB00119
O15269,Serine palmitoyltransferase 1,SPTLC1,2564247,Y08685,O15269,SPTC1_HUMAN,"",,SPTLC1,HGNC:11277,Human,DB00114; DB00133
P35367,Histamine H1 receptor,HRH1,510296,Z34897,P35367,HRH1_HUMAN,3RZE,,HRH1,HGNC:5182,Human,DB00215; DB00245; DB00246; DB00283; DB00321; DB00334; DB00341; DB00342; DB00354; DB00363; DB00366; DB00370; DB00405; DB00408; DB00420; DB00427; DB00434; DB00455; DB00458; DB00477; DB00540; DB00543; DB00557; DB00568; DB00637; DB00656; DB00719; DB00726; DB00734; DB00737; DB00748; DB00751; DB00767; DB00768; DB00777; DB00792; DB00797; DB00835; DB00902; DB00920; DB00934; DB00950; DB00967; DB00972; DB00985; DB01069; DB01071; DB01075; DB01084; DB01106; DB01114; DB01142; DB01146; DB01151; DB01173; DB01175; DB01176; DB01224; DB01237; DB01238; DB01239; DB01246; DB01267; DB01403; DB01615; DB01619; DB01620; DB01624; DB04837; DB04841; DB04890; DB04905; DB04946; DB05079; DB05080; DB05345; DB05381; DB05492; DB06016; DB06148; DB06216; DB06282; DB06678; DB06691; DB06698; DB06766; DB08799; DB08800; DB08801; DB08802; DB08922; DB08936; DB09016; DB09167; DB09488; DB09555; DB11591; DB11614; DB13025
O15528,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",CYP27B1,2612976,AF027152,O15528,CP27B_HUMAN,"",,CYP27B1,HGNC:2606,Human,DB01436
P29466,Caspase-1,CASP1,33793,X65019,P29466,CASP1_HUMAN,1BMQ; 1IBC; 1ICE; 1RWK; 1RWM; 1RWN; 1RWO; 1RWP; 1RWV; 1RWW; 1RWX; 1SC1; 1SC3; 1SC4; 2FQQ; 2H48; 2H4W; 2H4Y; 2H51; 2H54; 2HBQ; 2HBR; 2HBY; 2HBZ; 3D6F; 3D6H; 3D6M; 3E4C; 3NS7,,CASP1,HGNC:1499,Human,DB01017; DB04875; DB05301; DB05408; DB05507; DB07733; DB07744; DB07916
Q96RQ3,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCC1,12382296,AF310972,Q96RQ3,MCCA_HUMAN,2EJM,,MCCC1,HGNC:6936,Human,DB00121
P43353,Aldehyde dehydrogenase family 3 member B1,ALDH3B1,601780,U10868,P43353,AL3B1_HUMAN,"",,ALDH3B1,HGNC:410,Human,DB00157
Q13183,Solute carrier family 13 member 2,SLC13A2,1098557,U26209,Q13183,S13A2_HUMAN,"",,SLC13A2,HGNC:10917,Human,DB00139
Q96A70,Antizyme inhibitor 2,AZIN2,15858863,AY050634,Q96A70,AZIN2_HUMAN,"",,ADC,HGNC:29957,Human,DB00114; DB00125
O15427,Monocarboxylate transporter 4,SLC16A3,2463634,U81800,O15427,MOT4_HUMAN,"",,SLC16A3,HGNC:10924,Human,DB00119
Q9UIC8,Leucine carboxyl methyltransferase 1,LCMT1,6580758,AF037601,Q9UIC8,LCMT1_HUMAN,3IEI; 3O7W; 3P71,,LCMT1,HGNC:17557,Human,DB00149
P28223,5-hydroxytryptamine receptor 2A,HTR2A,36431,S42168,P28223,5HT2A_HUMAN,"",,HTR2A,HGNC:5293,Human,DB00246; DB00247; DB00248; DB00268; DB00321; DB00334; DB00363; DB00370; DB00408; DB00409; DB00413; DB00420; DB00434; DB00458; DB00477; DB00502; DB00540; DB00543; DB00574; DB00589; DB00604; DB00623; DB00656; DB00679; DB00696; DB00714; DB00715; DB00726; DB00734; DB00751; DB00777; DB00805; DB00843; DB00875; DB00924; DB00933; DB00934; DB01069; DB01079; DB01142; DB01149; DB01151; DB01186; DB01200; DB01224; DB01238; DB01239; DB01242; DB01267; DB01392; DB01403; DB01442; DB01454; DB01488; DB01537; DB01614; DB01618; DB01621; DB01622; DB01623; DB01624; DB04599; DB04842; DB04908; DB04946; DB05079; DB05227; DB05316; DB05492; DB05687; DB06016; DB06077; DB06144; DB06148; DB06216; DB06288; DB06512; DB08810; DB08815; DB08922; DB08927; DB09016; DB09128; DB09167; DB12163; DB12465; DB12555; DB12693
P30872,Somatostatin receptor type 1,SSTR1,307434,M81829,P30872,SSR1_HUMAN,"",,SSTR1,HGNC:11330,Human,DB00104; DB06663
P10721,Mast/stem cell growth factor receptor Kit,KIT,34085,X06182,P10721,KIT_HUMAN,1PKG; 1QZJ; 1QZK; 1R01; 1T45; 1T46; 2E9W; 2EC8; 2VIF; 3G0E; 3G0F; 4HVS; 4K94; 4K9E; 4PGZ; 4U0I,,KIT,HGNC:6342,Human,DB00398; DB00619; DB01254; DB01268; DB01962; DB04868; DB05146; DB05913; DB06080; DB06589; DB06595; DB08896; DB08901; DB09078; DB12742
Q14957,"Glutamate receptor ionotropic, NMDA 2C",GRIN2C,1196449,L76224,Q14957,NMDE3_HUMAN,"",,GRIN2C,HGNC:4587,Human,DB00142; DB00145; DB00454; DB01520
P32754,4-hydroxyphenylpyruvate dioxygenase,HPD,3860238,U29895,P32754,HPPD_HUMAN,3ISQ; 5EC3,,HPD,HGNC:5147,Human,DB00348; DB02850
